"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","07-05-25","B","638","10.00","0.00","39000.00","0.00","0.00","SRI VENKATESWARA TRADERS...","TENALI","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","07-05-25","B","640","10.00","0.00","36875.00","0.00","0.00","SRI PADMAVATHI FOOD PACKAGES","ONGOLE","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","648","15.00","0.00","55875.00","0.00","0.00","V C R TRADERS","TENALI","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","675","10.00","0.00","35500.00","0.00","0.00","SRI MANIKANTA DALL TRADERS","VIJAYAWADA","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","651","18.00","0.00","65700.00","0.00","0.00","RADHA KRISHNA KIRANA AND GENERAL STORES","KANKIPADU","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","652","10.00","0.00","36625.00","0.00","0.00","MATURI VAYU KUMAR TRADERS","NUZIVEDU","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","656","10.00","0.00","30000.00","0.00","0.00","B VENKATESWARLU","BAPATLA","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","657","5.00","0.00","16500.00","0.00","0.00","B KIRAN KUMAR GARU","BAPATLA","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","658","10.00","0.00","36250.00","0.00","0.00","MANASA GENERAL STORES","REPALLE","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","661","8.00","0.00","28000.00","0.00","0.00","HARSHA GENERAL STORES","PONNUR","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
