Product,Date,Invoice_No,Quantity,Weight,Amount,CGST,SGST,Party_Name,Location
14-05-25,B,762,2.00,0.00,0.00,0.00,PADMAVATHI SWEETS,REPALLE,TOTALS
17-05-25,B,792,10.00,0.00,0.00,0.00,SRINIVAS OILS AND PROVISIONS,TENALI,TOTALS
17-05-25,B,802,16.00,0.00,0.00,0.00,SATYA VENKATA RAMANA ENRERPRISES,TADEPALLIGUDEM,TOTALS
19-05-25,B,819,12.00,0.00,0.00,0.00,GOLLACHINA BRAMAHIAH&SONS,MARKAPUR,TOTALS
21-05-25,B,863,10.00,0.00,0.00,0.00,KURUCHETI SRINIVASARAO,ADDANKI,TOTALS
23-05-25,B,909,5.00,0.00,0.00,0.00,SRI LOKANADH GENERAL STORES,KANDUKUKURU,TOTALS
23-05-25,B,913,11.00,0.00,0.00,0.00,SRI BALAJI  TRADERS,PALAKOLLU,TOTALS
23-05-25,B,915,2.00,0.00,0.00,0.00,NARAYANA GARU,REPALLE,TOTALS
24-05-25,B,939,10.00,0.00,0.00,0.00,RAMAKRISHNA AGENCIES,GOLLAPROLU,TOTALS
26-05-25,B,942,5.00,0.00,0.00,0.00,JYOTHI ENTERPRISES.,GUNTUR,235.00
MASUR DALL,13-05-25,B,743,5.00,17500.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR
19-05-25,B,811,5.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,TOTALS
21-05-25,B,849,5.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
24-05-25,B,931,5.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,20.00
MOONG DALL 30KG-I,02-05-25,B,568,30.00,88200.00,0.00,0.00,R K TRADERS,KAVALI
02-05-25,B,571,20.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
02-05-25,B,576,6.00,0.00,0.00,0.00,KALYAN GARU,BAPATLA,TOTALS
02-05-25,B,578,20.00,0.00,0.00,0.00,SRI KALYANI DALLS MERCHANTS,VIJAYAWADA,TOTALS
02-05-25,B,579,20.00,0.00,0.00,0.00,LAKSHMI SRINIVASA TRADERS;,VIJAYAWADA,TOTALS
02-05-25,B,583,8.00,0.00,0.00,0.00,CHEKA NARASHIMA SETTY SONS,ONGOLE,TOTALS
03-05-25,B,593,25.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
03-05-25,B,597,16.00,0.00,0.00,0.00,SRI LALITHA OIL&OIL GENERAL STORES,ATHILI,TOTALS
03-05-25,B,600,4.00,0.00,0.00,0.00,D ESAWR,KANIGIRI,TOTALS
03-05-25,B,601,40.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
03-05-25,B,602,1.00,0.00,0.00,0.00,SURYA GANESH TRADERS,KORUKALLU,TOTALS
03-05-25,B,608,15.00,0.00,0.00,0.00,HARE RAMA HARE KRISHNA GENERAL STORES,ONGOLE,TOTALS
03-05-25,B,609,6.00,0.00,0.00,0.00,HARE RAMA HARE KRISHNA GENERAL STORES,ONGOLE,TOTALS
03-05-25,B,610,3.00,0.00,0.00,0.00,SRI VIGNESWARA TRADERS,ELURU,TOTALS
03-05-25,B,610,3.00,0.00,0.00,0.00,SRI VIGNESWARA TRADERS,ELURU,TOTALS
03-05-25,B,613,2.00,0.00,0.00,0.00,SRINIVASA GURU,BAPATLA,TOTALS
05-05-25,B,618,5.00,0.00,0.00,0.00,LAKSHMI LAVANYA TRADERS,TENALI,TOTALS
05-05-25,B,623,30.00,0.00,0.00,0.00,VIJAYA TRADING COMPANY,VIJAYAWADA,TOTALS
05-05-25,B,624,16.00,0.00,0.00,0.00,GANESH  TRADERS,GOLLAPALLI,TOTALS
05-05-25,B,630,4.00,0.00,0.00,0.00,B NARESH GARU,BAPATLA,TOTALS
05-05-25,B,616,10.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
06-05-25,B,631,15.00,0.00,0.00,0.00,MAHESWARI DALL MILL,VIJAYAWADA,TOTALS
06-05-25,B,635,40.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
07-05-25,B,639,20.00,0.00,0.00,0.00,SRI JAYALAKSHMI GENERAL STORES,TENALI,TOTALS
07-05-25,B,641,10.00,0.00,0.00,0.00,SRI PADMAVATHI FOOD PACKAGES,ONGOLE,TOTALS
08-05-25,B,647,15.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
08-05-25,B,646,15.00,0.00,0.00,0.00,RAMA TRADERS,MACHAVARAM,TOTALS
08-05-25,B,653,35.00,0.00,0.00,0.00,JAYA VENKATESWARA ENTERPRISES,VIJAYAWADA,TOTALS
08-05-25,B,659,10.00,0.00,0.00,0.00,MANASA GENERAL STORES,REPALLE,TOTALS
08-05-25,B,663,10.00,0.00,0.00,0.00,SRI SAMBASIVA GENERAL MERCHENTS,NARASARAOPETA,TOTALS
08-05-25,B,663,30.00,0.00,0.00,0.00,SRI SAMBASIVA GENERAL MERCHENTS,NARASARAOPETA,TOTALS
08-05-25,B,663,20.00,0.00,0.00,0.00,SRI SAMBASIVA GENERAL MERCHENTS,NARASARAOPETA,TOTALS
08-05-25,B,671,2.00,0.00,0.00,0.00,MADHAVI EMPORIUM,REPALLE,TOTALS
08-05-25,B,671,2.00,0.00,0.00,0.00,MADHAVI EMPORIUM,REPALLE,TOTALS
09-05-25,B,681,16.00,0.00,0.00,0.00,TADEPALLI MALLIKARJUNARAO HARIGOPALRAO,MACHILIPATNAM,TOTALS
09-05-25,B,682,10.00,0.00,0.00,0.00,SRI TULLURI TRADERS,MACHILIPATNAM,TOTALS
09-05-25,B,692,1.00,0.00,0.00,0.00,RAJA M,VIJAYAWADA,TOTALS
09-05-25,B,693,97.00,0.00,0.00,0.00,DURGA SAI DALL MERCHANTS,VIJAYAWADA,TOTALS
10-05-25,B,698,15.00,0.00,0.00,0.00,ANJANEYA TRADERS,GUDIVADA,TOTALS
10-05-25,B,705,9.00,0.00,0.00,0.00,B KIRAN KUMAR GARU,BAPATLA,TOTALS
10-05-25,B,708,21.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
11-05-25,B,718,100.00,0.00,0.00,0.00,SRI LAKSHMI SRINIVASA TRADERS,KHANNAPURAM,TOTALS
12-05-25,B,723,10.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
12-05-25,B,729,10.00,0.00,0.00,0.00, SRI ANJANEYA TRADERS,CHIRALA,TOTALS
12-05-25,B,730,20.00,0.00,0.00,0.00, SRI ANJANEYA TRADERS,CHIRALA,TOTALS
12-05-25,B,735,20.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
12-05-25,B,737,1.00,0.00,0.00,0.00,SRI GANAPATHI GENERAL STORES,REPALLE,TOTALS
13-05-25,B,744,1.00,0.00,0.00,0.00,VIJAY GARU,VIJAYAWADA,TOTALS
13-05-25,B,743,15.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
14-05-25,B,755,3.00,0.00,0.00,0.00,M/S SRINIVASA GENERAL STORES.,GUDIVADA,TOTALS
14-05-25,B,758,1.00,0.00,0.00,0.00,DARSHI RAVI KUMAR,REPALLE,TOTALS
14-05-25,B,758,1.00,0.00,0.00,0.00,DARSHI RAVI KUMAR,REPALLE,TOTALS
14-05-25,B,761,2.00,0.00,0.00,0.00,SRI VENKATA NAGAMANI GENERAL MERCHANTS,REPALLE,TOTALS
15-05-25,B,772,41.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
15-05-25,B,773,1.00,0.00,0.00,0.00,SURYA GANESH TRADERS,KORUKALLU,TOTALS
16-05-25,B,781,35.00,0.00,0.00,0.00,SRINIVASA APPARALA STORES,TADEPALLIGUDEM,TOTALS
16-05-25,B,782,15.00,0.00,0.00,0.00,GRANDHI MANIKYALA RAO ENTERPRISES,TADEPALLIGUDEM,TOTALS
16-05-25,B,785,15.00,0.00,0.00,0.00,LAKSHMI GANAPATHI TRADERA KAVALI,KAVALI,TOTALS
17-05-25,B,791,16.00,0.00,0.00,0.00,LAKSHMI TRADERS.,GUDIVADA,TOTALS
17-05-25,B,793,25.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
17-05-25,B,794,10.00,0.00,0.00,0.00,GAYATHRI GENERAL MERCHANTS,GUNTUR,TOTALS
17-05-25,B,795,25.00,0.00,0.00,0.00,SRI SAMBASIVA GENERAL MERCHENTS,NARASARAOPETA,TOTALS
17-05-25,B,801,10.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
19-05-25,B,815,15.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
19-05-25,B,817,15.00,0.00,0.00,0.00,GOLLACHINA BRAMAHIAH&SONS,MARKAPUR,TOTALS
19-05-25,B,821,100.00,0.00,0.00,0.00,VICTORY BAZAARS PVT LTD,RAVULAPALEM,TOTALS
20-05-25,B,833,4.00,0.00,0.00,0.00,B MANOJ GARU,BAPATLA,TOTALS
20-05-25,B,834,6.00,0.00,0.00,0.00,B.GOVINDA GURU,BAPATLA,TOTALS
20-05-25,B,837,10.00,0.00,0.00,0.00,HARSHA GENERAL STORES,PONNUR,TOTALS
21-05-25,B,849,20.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
21-05-25,B,850,10.00,0.00,0.00,0.00,GAYATHRI GENERAL MERCHANTS,GUNTUR,TOTALS
21-05-25,B,853,30.00,0.00,0.00,0.00,SRI SAMBASIVA GENERAL MERCHENTS,NARASARAOPETA,TOTALS
21-05-25,B,854,50.00,0.00,0.00,0.00,SRI SAMBASIVA GENERAL MERCHENTS,NARASARAOPETA,TOTALS
21-05-25,B,862,5.00,0.00,0.00,0.00, SRI ANJANEYA TRADERS,CHIRALA,TOTALS
21-05-25,B,865,5.00,0.00,0.00,0.00,SRINIVASA KIRANA TRADERS,ADDANKI,TOTALS
21-05-25,B,867,35.00,0.00,0.00,0.00,SRI GANESH DALL MERCHANTS,VIJAYAWADA,TOTALS
21-05-25,B,876,5.00,0.00,0.00,0.00,SRI BAGAVAN GENRAL STORES,HANUMAN JUNCTIN,TOTALS
22-05-25,B,894,2.00,0.00,0.00,0.00,SRI VENKATA NAGAMANI GENERAL MERCHANTS,REPALLE,TOTALS
22-05-25,B,886,18.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
23-05-25,B,901,15.00,0.00,0.00,0.00,LAKSHMI TRADERS,TENALI,TOTALS
23-05-25,B,905,6.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
23-05-25,B,917,10.00,0.00,0.00,0.00,MANASA GENERAL STORES,REPALLE,TOTALS
23-05-25,B,918,6.00,0.00,0.00,0.00,MANASA GENERAL STORES,REPALLE,TOTALS
23-05-25,B,924,40.00,0.00,0.00,0.00,SRI BALA BALAJI GENERAL MERCHANTS,TADEPALLIGUDEM,TOTALS
23-05-25,B,925,40.00,0.00,0.00,0.00,SRI DURGA GENERAL STORES,TADEPALLIGUDEM,TOTALS
24-05-25,B,927,20.00,0.00,0.00,0.00,A V SUBBARAO,MARKAPUR,TOTALS
26-05-25,B,945,22.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
26-05-25,B,946,15.00,0.00,0.00,0.00,PBR TRADERS,MARKAPUR,TOTALS
26-05-25,B,946,5.00,0.00,0.00,0.00,PBR TRADERS,MARKAPUR,TOTALS
27-05-25,B,967,10.00,0.00,0.00,0.00,SAI SATHVIK ENTERPRISES,YERRAGONDAPALEM,TOTALS
27-05-25,B,967,2.00,0.00,0.00,0.00,SAI SATHVIK ENTERPRISES,YERRAGONDAPALEM,TOTALS
28-05-25,B,975,1.00,0.00,0.00,0.00,HARI GARU,VIJAYAWADA,TOTALS
28-05-25,B,980,30.00,0.00,0.00,0.00,SRI SAMBASIVA GENERAL MERCHENTS,NARASARAOPETA,TOTALS
29-05-25,B,988,5.00,0.00,0.00,0.00,MANASA GENERAL STORES,REPALLE,1611.00
MOONGDALL 50KG,03-05-25,B,593,6.00,30000.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR
PARCHED GRAM SPLIT,02-05-25,B,571,5.00,21000.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR
08-05-25,B,647,5.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
12-05-25,B,737,1.00,0.00,0.00,0.00,SRI GANAPATHI GENERAL STORES,REPALLE,TOTALS
13-05-25,B,743,6.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
14-05-25,B,760,10.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,TOTALS
15-05-25,B,770,5.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,TOTALS
15-05-25,B,772,13.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
15-05-25,B,770,20.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,TOTALS
16-05-25,B,775,13.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
19-05-25,B,811,10.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,TOTALS
21-05-25,B,860,2.00,0.00,0.00,0.00,P MART,CHIRALA,TOTALS
22-05-25,B,886,10.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
23-05-25,B,905,5.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
27-05-25,B,964,12.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,TOTALS
27-05-25,B,964,6.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,123.00
PEAS DALL 50 KGS,02-05-25,B,569,10.00,21250.00,0.00,0.00,R K TRADERS,KAVALI
02-05-25,B,571,20.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
02-05-25,B,573,15.00,0.00,0.00,0.00,B.GOVINDA GURU,BAPATLA,TOTALS
02-05-25,B,574,5.00,0.00,0.00,0.00,B KIRAN KUMAR GARU,BAPATLA,TOTALS
03-05-25,B,599,6.00,0.00,0.00,0.00,D ESAWR,KANIGIRI,TOTALS
03-05-25,B,603,1.00,0.00,0.00,0.00,PREAM,VIJAYAWADA,TOTALS
03-05-25,B,604,1.00,0.00,0.00,0.00,RAVI,VIJAYAWADA,TOTALS
03-05-25,B,612,10.00,0.00,0.00,0.00,B.MANOJ GURU,BAPATLA,TOTALS
05-05-25,B,626,10.00,0.00,0.00,0.00,JAHNAVI GENERAL STORES,PONNUR,TOTALS
05-05-25,B,628,6.00,0.00,0.00,0.00,ANJANEYA GENERAL STORES,BAPATLA,TOTALS
05-05-25,B,616,13.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
05-05-25,B,617,10.00,0.00,0.00,0.00,M POORNA GARU,GUNTUR,TOTALS
06-05-25,B,635,45.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
08-05-25,B,649,5.00,0.00,0.00,0.00,M/S SRINIVASA GENERAL STORES.,GUDIVADA,TOTALS
08-05-25,B,647,23.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
08-05-25,B,655,10.00,0.00,0.00,0.00,B.GOVINDA GURU,BAPATLA,TOTALS
08-05-25,B,657,4.00,0.00,0.00,0.00,B KIRAN KUMAR GARU,BAPATLA,TOTALS
08-05-25,B,664,18.00,0.00,0.00,0.00,SRI LAKSHMI TRADERS....,GUNTUR,TOTALS
08-05-25,B,665,12.00,0.00,0.00,0.00,ADITHYA TRADERS.,GUNTUR,TOTALS
08-05-25,B,666,21.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
08-05-25,B,670,10.00,0.00,0.00,0.00, SRI ANJANEYA TRADERS,CHIRALA,TOTALS
08-05-25,B,673,1.00,0.00,0.00,0.00,NANDINI SWEETS,REPALLE,TOTALS
09-05-25,B,684,35.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
10-05-25,B,700,1.00,0.00,0.00,0.00,SHAIK BASHA,VIJAYAWADA,TOTALS
10-05-25,B,707,6.00,0.00,0.00,0.00,HARSHA GENERAL STORES,PONNUR,TOTALS
12-05-25,B,723,5.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
12-05-25,B,726,1.00,0.00,0.00,0.00,BABAI HOTEL,GUNTUR,TOTALS
12-05-25,B,735,40.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
13-05-25,B,743,6.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
13-05-25,B,748,10.00,0.00,0.00,0.00,B.GOVINDA GURU,BAPATLA,TOTALS
13-05-25,B,749,10.00,0.00,0.00,0.00,G NAVEEN KUMAR,BAPATLA,TOTALS
13-05-25,B,740,10.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
14-05-25,B,756,4.00,0.00,0.00,0.00,D.SATYANARAYANA GURU,REPALLE,TOTALS
14-05-25,B,754,20.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
15-05-25,B,772,45.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
16-05-25,B,775,10.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
16-05-25,B,778,10.00,0.00,0.00,0.00,M POORNA GARU,GUNTUR,TOTALS
17-05-25,B,800,10.00,0.00,0.00,0.00,SRI SRI PHANI RAGAVENDRA TRADERS,GUDIVADA,TOTALS
19-05-25,B,806,1.00,0.00,0.00,0.00,PREAM,VIJAYAWADA,TOTALS
19-05-25,B,812,1.00,0.00,0.00,0.00,RAVI,ONGOLE,TOTALS
19-05-25,B,815,20.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
19-05-25,B,818,20.00,0.00,0.00,0.00,SREE LAKSHMI NARASIMHA TRADERS,BHIMAVARAM,TOTALS
20-05-25,B,833,12.00,0.00,0.00,0.00,B MANOJ GARU,BAPATLA,TOTALS
20-05-25,B,834,10.00,0.00,0.00,0.00,B.GOVINDA GURU,BAPATLA,TOTALS
20-05-25,B,837,6.00,0.00,0.00,0.00,HARSHA GENERAL STORES,PONNUR,TOTALS
21-05-25,B,849,15.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
21-05-25,B,861,10.00,0.00,0.00,0.00, SRI ANJANEYA TRADERS,CHIRALA,TOTALS
22-05-25,B,885,1.00,0.00,0.00,0.00,SK BASHA,VIJAYAWADA,TOTALS
22-05-25,B,886,5.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
22-05-25,B,894,5.00,0.00,0.00,0.00,SRI VENKATA NAGAMANI GENERAL MERCHANTS,REPALLE,TOTALS
23-05-25,B,905,12.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
23-05-25,B,915,1.00,0.00,0.00,0.00,NARAYANA GARU,REPALLE,TOTALS
23-05-25,B,919,10.00,0.00,0.00,0.00,B.GOVINDA GURU,BAPATLA,TOTALS
23-05-25,B,920,10.00,0.00,0.00,0.00,B RAMANA GARU,BAPATLA,TOTALS
26-05-25,B,945,20.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
26-05-25,B,948,1.00,0.00,0.00,0.00,CH RAVI KUMAR GARU,VIJAYAWADA,TOTALS
27-05-25,B,959,3.00,0.00,0.00,0.00,POORNA GARU,GUDIVADA,TOTALS
27-05-25,B,966,2.00,0.00,0.00,0.00,DARSI RAVI KUMAR GARU,REPALLE,TOTALS
27-05-25,B,967,6.00,0.00,0.00,0.00,SAI SATHVIK ENTERPRISES,YERRAGONDAPALEM,TOTALS
28-05-25,B,978,10.00,0.00,0.00,0.00,HARSHA GENERAL STORES,PONNUR,TOTALS
28-05-25,B,974,1.00,0.00,0.00,0.00,RAVANA GARU,VIJAYAWADA,TOTALS
29-05-25,B,985,10.00,0.00,0.00,0.00,M POORNA GARU,GUNTUR,TOTALS
29-05-25,B,988,5.00,0.00,0.00,0.00,MANASA GENERAL STORES,REPALLE,676.00
TOORDALL 50KG,01-05-25,B,556,20.00,99000.00,0.00,0.00,SRI LAKSHMI TULASI TRADERS,NEELAPALI
01-05-25,B,561,10.00,0.00,0.00,0.00,SRI SRI PHANI RAGAVENDRA TRADERS,GUDIVADA,TOTALS
02-05-25,B,570,10.00,0.00,0.00,0.00,NAGARAJA KIRANA&GENERAL STORES,KAIKALURU,TOTALS
02-05-25,B,577,3.00,0.00,0.00,0.00,BALAJI HOTEL,VIJAYAWADA,TOTALS
02-05-25,B,586,10.00,0.00,0.00,0.00,NAGA VENKATA SAI DURGA GENERALS TANUKU,TANUKU,TOTALS
03-05-25,B,588,15.00,0.00,0.00,0.00,SRI DURGAA LAAKSHMI ENTERPRISES,VIJAYAWADA,TOTALS
03-05-25,B,595,20.00,0.00,0.00,0.00,P MART,CHIRALA,TOTALS
03-05-25,B,597,20.00,0.00,0.00,0.00,SRI LALITHA OIL&OIL GENERAL STORES,ATHILI,TOTALS
03-05-25,B,605,10.00,0.00,0.00,0.00,SRI VENKATARAMANA TRADERS,NANDIVELUGU,TOTALS
03-05-25,B,607,8.00,0.00,0.00,0.00,SRI SAI SUBRAHMANYESWARA TRADERS,GUNTUR,TOTALS
03-05-25,B,610,2.00,0.00,0.00,0.00,SRI VIGNESWARA TRADERS,ELURU,TOTALS
03-05-25,B,615,10.00,0.00,0.00,0.00,SRI SHANMUKHA TRADERS,REPALLE,TOTALS
07-05-25,B,642,40.00,0.00,0.00,0.00,SATYA SAI TRADERS,DHARMAVARAM,TOTALS
07-05-25,B,643,10.00,0.00,0.00,0.00,SRI SAI SRINIVASA GENERAL STORES,PEDDAPURAM,TOTALS
07-05-25,B,644,20.00,0.00,0.00,0.00,KANKANALA CHANDINI,RAJAMUNDRY,TOTALS
07-05-25,B,645,4.00,0.00,0.00,0.00,SRI LAKSHMISRINIVASA GENERAL & FANCY STORES,KANIGIRI,TOTALS
08-05-25,B,650,15.00,0.00,0.00,0.00,LAKSHMI TRADERS.,GUDIVADA,TOTALS
08-05-25,B,654,15.00,0.00,0.00,0.00,SRI VENKATA SAI ISWARYA TRADERS,BAPATLA,TOTALS
08-05-25,B,660,20.00,0.00,0.00,0.00,JAYA LAKSHMI GENERAL STORES,PONNUR,TOTALS
08-05-25,B,668,20.00,0.00,0.00,0.00,P MART,CHIRALA,TOTALS
08-05-25,B,669,10.00,0.00,0.00,0.00, SRI ANJANEYA TRADERS,CHIRALA,TOTALS
08-05-25,B,678,10.00,0.00,0.00,0.00,SRI SAI SRINIVASA GENERAL STORES,PEDDAPURAM,TOTALS
08-05-25,B,677,20.00,0.00,0.00,0.00,SREE LAKSHMI GANAPATHI DHALL MERCHANT,YANAM,TOTALS
09-05-25,B,686,10.00,0.00,0.00,0.00,VENKATA JAYA LAKSHMI FANCY& GENERAL STORES,VIJAYAWADA,TOTALS
09-05-25,B,688,15.00,0.00,0.00,0.00,VASAVIMATA KIRANA STORES,SATTUPALLI,TOTALS
09-05-25,B,689,5.00,0.00,0.00,0.00,AVINASH,ELURU,TOTALS
09-05-25,B,694,9.00,0.00,0.00,0.00,SRI VENKATA SAI SYAMALA GENERAL STORES,KAIKALURU,TOTALS
09-05-25,B,694,5.00,0.00,0.00,0.00,SRI VENKATA SAI SYAMALA GENERAL STORES,KAIKALURU,TOTALS
10-05-25,B,701,10.00,0.00,0.00,0.00,LAKSHMI VENKATESWARA DALLS&GENERAL MERCT,VIJAYAWADA,TOTALS
10-05-25,B,702,5.00,0.00,0.00,0.00,PADMA TRADERS,VIJAYAWADA,TOTALS
10-05-25,B,709,10.00,0.00,0.00,0.00,GAYATHRI GENERAL MERCHANTS,GUNTUR,TOTALS
10-05-25,B,711,20.00,0.00,0.00,0.00,MANASA GENERAL STORES,REPALLE,TOTALS
10-05-25,B,715,40.00,0.00,0.00,0.00,VEERABADHARA TRADERS,JAGGAMPETA,TOTALS
10-05-25,B,702,10.00,0.00,0.00,0.00,PADMA TRADERS,VIJAYAWADA,TOTALS
12-05-25,B,732,3.00,0.00,0.00,0.00,BALAJI HOTEL,VIJAYAWADA,TOTALS
12-05-25,B,733,10.00,0.00,0.00,0.00,KUSUMA KUMAR TRADERS,ATHILI,TOTALS
12-05-25,B,734,20.00,0.00,0.00,0.00,SRI SURVACHALA DALL MILL,KONTHERU,TOTALS
12-05-25,B,736,8.00,0.00,0.00,0.00,CHEEDELLA RAJA,KANDUKUKURU,TOTALS
13-05-25,B,746,1.00,0.00,0.00,0.00,SRIDHAR GENERAL STORES,VALLURUPALEM,TOTALS
13-05-25,B,747,10.00,0.00,0.00,0.00,SRI SAI BALAJI GENERAL MERCHANTS,BAPATLA,TOTALS
13-05-25,B,751,15.00,0.00,0.00,0.00,SAI PRIYA OIL & GENERAL MERCHANT,TUNI,TOTALS
15-05-25,B,773,10.00,0.00,0.00,0.00,SURYA GANESH TRADERS,KORUKALLU,TOTALS
15-05-25,B,769,10.00,0.00,0.00,0.00,LAKSHMI TRADERS .,VIJAYAWADA,TOTALS
17-05-25,B,794,10.00,0.00,0.00,0.00,GAYATHRI GENERAL MERCHANTS,GUNTUR,TOTALS
17-05-25,B,797,10.00,0.00,0.00,0.00,MURALI GENRAL STORES,GUDIVADA,TOTALS
17-05-25,B,804,15.00,0.00,0.00,0.00,NAGARAJA KIRANA&GENERAL STORES,KAIKALURU,TOTALS
17-05-25,B,805,11.00,0.00,0.00,0.00,SAI TRADERS,VIJAYAWADA,TOTALS
19-05-25,B,810,10.00,0.00,0.00,0.00,BHASKARNI ADHISESAIAH AND CO,TENALI,TOTALS
19-05-25,B,810,3.00,0.00,0.00,0.00,BHASKARNI ADHISESAIAH AND CO,TENALI,TOTALS
19-05-25,B,814,10.00,0.00,0.00,0.00,LAKSHMI TRADERS .,VIJAYAWADA,TOTALS
20-05-25,B,822,7.00,0.00,0.00,0.00,BHASKARNI ADHISESAIAH AND CO,TENALI,TOTALS
20-05-25,B,826,3.00,0.00,0.00,0.00,BALAJI HOTEL,VIJAYAWADA,TOTALS
