Product,Date,Invoice_No,Quantity,Weight,Amount,CGST,SGST,Party_Name,Location
20-05-25,B,829,22.00,0.00,0.00,0.00,RADHA KRISHNA KIRANA AND GENERAL STORES,KANKIPADU,TOTALS
20-05-25,B,832,11.00,0.00,0.00,0.00,LAXMI NARAYANA TRADERS,ELURU,TOTALS
20-05-25,B,838,10.00,0.00,0.00,0.00,TARAKRAMA TRADERS,GUDIVADA,TOTALS
20-05-25,B,839,10.00,0.00,0.00,0.00,MURALI GENRAL STORES,GUDIVADA,TOTALS
20-05-25,B,840,10.00,0.00,0.00,0.00,SRI SRI PHANI RAGAVENDRA TRADERS,GUDIVADA,TOTALS
20-05-25,B,840,6.00,0.00,0.00,0.00,SRI SRI PHANI RAGAVENDRA TRADERS,GUDIVADA,TOTALS
21-05-25,B,847,10.00,0.00,0.00,0.00,LAKSHMI TRADERS.,GUDIVADA,TOTALS
21-05-25,B,848,10.00,0.00,0.00,0.00,JAYANTH TRADING COMPANY,KANKIPADU,TOTALS
21-05-25,B,851,10.00,0.00,0.00,0.00,SAKUNTHALA TRADERS,TENALI,TOTALS
21-05-25,B,857,40.00,0.00,0.00,0.00,SREE VIJAYA DURGA RICE&KIRANA TRADERS,VIJAYAWADA,TOTALS
21-05-25,B,859,20.00,0.00,0.00,0.00,P MART,CHIRALA,TOTALS
21-05-25,B,868,6.00,0.00,0.00,0.00,SRI SAI BALAJI GENERAL MERCHANTS,BAPATLA,TOTALS
21-05-25,B,869,15.00,0.00,0.00,0.00,R K TRADERS,KAVALI,TOTALS
21-05-25,B,871,10.00,0.00,0.00,0.00,SRI ANJANEYA ENTER PRISES,ONGOLE,TOTALS
21-05-25,B,873,8.00,0.00,0.00,0.00,SRI VENKATARAMANA GENERAL STORES NEW,BANTUMILLI,TOTALS
21-05-25,B,874,15.00,0.00,0.00,0.00,SRI PURNACHANDRA GENERAL STORES,REPALLE,TOTALS
22-05-25,B,877,5.00,0.00,0.00,0.00,ANJANEYA TRADERS,GUDIVADA,TOTALS
22-05-25,B,877,10.00,0.00,0.00,0.00,ANJANEYA TRADERS,GUDIVADA,TOTALS
22-05-25,B,879,5.00,0.00,0.00,0.00,M/S SRINIVASA GENERAL STORES.,GUDIVADA,TOTALS
23-05-25,B,898,10.00,0.00,0.00,0.00,SRI VENKATA NAGASAI MANIKANTA TRADERS,TENALI,TOTALS
23-05-25,B,904,10.00,0.00,0.00,0.00,ANNAPURNA KIRANA STORES,ELURU,TOTALS
23-05-25,B,908,15.00,0.00,0.00,0.00,SRI LOKANADH GENERAL STORES,KANDUKUKURU,TOTALS
23-05-25,B,910,15.00,0.00,0.00,0.00,SHIVA RAMAKRISHNANJANEYA TRADERS,NELLORE,TOTALS
23-05-25,B,911,10.00,0.00,0.00,0.00,SRI VENKATA SAI BALAJI GENERAL STORES,ATHILI,TOTALS
23-05-25,B,912,10.00,0.00,0.00,0.00,SIVA VENKATA NAGA TRADERS.,BHIMAVARAM,TOTALS
23-05-25,B,921,11.00,0.00,0.00,0.00,LAKSHMI GANAPATHI TRADERA KAVALI,KAVALI,TOTALS
23-05-25,B,922,7.00,0.00,0.00,0.00,SRI BALAJI GENERAL STORES,AMALAPURAM,TOTALS
24-05-25,B,926,10.00,0.00,0.00,0.00,LAKSHMI TRADERS .,VIJAYAWADA,TOTALS
24-05-25,B,928,10.00,0.00,0.00,0.00,SRI VENKATA SURYA RICE TRADERS,CH GUNNEPALLE,TOTALS
24-05-25,B,929,10.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,TOTALS
24-05-25,B,930,4.00,0.00,0.00,0.00,SRI MANIKANTA TRADERS,ELURU,TOTALS
24-05-25,B,932,3.00,0.00,0.00,0.00,BALAJI HOTEL,VIJAYAWADA,TOTALS
24-05-25,B,935,10.00,0.00,0.00,0.00,LAKSHMI RICE &GENERAL STORES,VIJAYAWADA,TOTALS
24-05-25,B,936,10.00,0.00,0.00,0.00,MANASA GENERAL STORES,REPALLE,TOTALS
24-05-25,B,938,10.00,0.00,0.00,0.00,RAMAKRISHNA AGENCIES,GOLLAPROLU,TOTALS
24-05-25,B,938,10.00,0.00,0.00,0.00,RAMAKRISHNA AGENCIES,GOLLAPROLU,TOTALS
24-05-25,B,940,40.00,0.00,0.00,0.00,MAHALAXMI VASAVI DURGA TRADERS,PITHAPURAM,TOTALS
26-05-25,B,947,10.00,0.00,0.00,0.00,SRI LALITHA SUPER MARKET,MYLAVARAM,TOTALS
26-05-25,B,949,30.00,0.00,0.00,0.00,SRI BALAJI ENTERPRISES,VIJAYAWADA,TOTALS
26-05-25,B,951,10.00,0.00,0.00,0.00,HEMALATHA ENTERPRISES,VIJAYAWADA,TOTALS
26-05-25,B,953,10.00,0.00,0.00,0.00,SRI SRI PHANI RAGAVENDRA TRADERS,GUDIVADA,TOTALS
26-05-25,B,954,10.00,0.00,0.00,0.00,KALYANI TADERS,BHIMAVARAM,TOTALS
26-05-25,B,956,10.00,0.00,0.00,0.00,LAKSHMI VENKATESWARA DALLS&GENERAL MERCT,VIJAYAWADA,TOTALS
27-05-25,B,961,10.00,0.00,0.00,0.00,G S R KIRANA,TENALI,TOTALS
27-05-25,B,968,10.00,0.00,0.00,0.00,SRI PAVAN KUMAR GENERAL STORES,VIJAYAWADA,TOTALS
27-05-25,B,970,20.00,0.00,0.00,0.00,NAGARAJA KIRANA&GENERAL STORES,KAIKALURU,TOTALS
28-05-25,B,983,10.00,0.00,0.00,0.00,SAI TRADERS,VIJAYAWADA,TOTALS
28-05-25,B,984,20.00,0.00,0.00,0.00,SHIVA RAMAKRISHNANJANEYA TRADERS,NELLORE,TOTALS
28-05-25,B,977,15.00,0.00,0.00,0.00,SRI LAKSHMI VENKATESWARA GANAPATHI SAI TRADERS,VIJAYAWADA,TOTALS
28-05-25,B,979,10.00,0.00,0.00,0.00,LAKSHMI TRADERS .,VIJAYAWADA,TOTALS
29-05-25,B,986,40.00,0.00,0.00,0.00,NAGASAI TRADING COMPANY,GUDIVADA,TOTALS
29-05-25,B,988,10.00,0.00,0.00,0.00,MANASA GENERAL STORES,REPALLE,1290.00
WHEAT,02-05-25,B,571,5.00,7500.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR
02-05-25,B,581,8.00,0.00,0.00,0.00,SRIHAN TRADERS,AMALAPURAM,TOTALS
03-05-25,B,594,5.00,0.00,0.00,0.00, SRI ANJANEYA TRADERS,CHIRALA,TOTALS
03-05-25,B,596,2.00,0.00,0.00,0.00,P MART,CHIRALA,TOTALS
03-05-25,B,601,15.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
05-05-25,B,622,8.00,0.00,0.00,0.00,CHANDALURU BAPANAIAH NEW FIRM,VIJAYAWADA,TOTALS
06-05-25,B,635,5.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
08-05-25,B,647,5.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
09-05-25,B,687,9.00,0.00,0.00,0.00,OM VENKATESWARA GENERAL MERCHANTS,AMALAPURAM,TOTALS
09-05-25,B,687,7.00,0.00,0.00,0.00,OM VENKATESWARA GENERAL MERCHANTS,AMALAPURAM,TOTALS
10-05-25,B,696,15.00,0.00,0.00,0.00,M L S BALU,GUNTUR,TOTALS
10-05-25,B,697,13.00,0.00,0.00,0.00,NUTHAN,GUNTUR,TOTALS
12-05-25,B,727,2.00,0.00,0.00,0.00,CHAMUNDA STANIORY GENERAL STORES,NELLORE,TOTALS
13-05-25,B,743,15.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
14-05-25,B,754,5.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
14-05-25,B,763,20.00,0.00,0.00,0.00,GRANDHI MANIKYALA RAO ENTERPRISES,TADEPALLIGUDEM,TOTALS
16-05-25,B,785,10.00,0.00,0.00,0.00,LAKSHMI GANAPATHI TRADERA KAVALI,KAVALI,TOTALS
19-05-25,B,809,10.00,0.00,0.00,0.00,BHASKARNI ADHISESAIAH AND CO,TENALI,TOTALS
19-05-25,B,815,10.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
20-05-25,B,827,6.00,0.00,0.00,0.00,BHASKARNI ADHISESAIAH AND CO,TENALI,TOTALS
21-05-25,B,860,2.00,0.00,0.00,0.00,P MART,CHIRALA,TOTALS
21-05-25,B,861,5.00,0.00,0.00,0.00, SRI ANJANEYA TRADERS,CHIRALA,TOTALS
21-05-25,B,876,5.00,0.00,0.00,0.00,SRI BAGAVAN GENRAL STORES,HANUMAN JUNCTIN,TOTALS
22-05-25,B,881,20.00,0.00,0.00,0.00,M L S BALU,GUNTUR,TOTALS
22-05-25,B,882,15.00,0.00,0.00,0.00,M KIRAN BABU,GUNTUR,TOTALS
22-05-25,B,883,15.00,0.00,0.00,0.00,M NARAYANA GARU,GUNTUR,TOTALS
22-05-25,B,886,5.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
23-05-25,B,900,6.00,0.00,0.00,0.00,G S R KIRANA,TENALI,TOTALS
23-05-25,B,923,20.00,0.00,0.00,0.00,MANDAVALLI VEERAJU AND SONS,KAKINADA,TOTALS
26-05-25,B,945,10.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
27-05-25,B,963,5.00,0.00,0.00,0.00,RAMESH GARU,VIJAYAWADA,TOTALS
28-05-25,B,973,10.00,0.00,0.00,0.00,PAVAN KUMAR GARU,VIJAYAWADA,293.00
WHEAT 30 KGS,13-05-25,B,750,2.00,2220.00,0.00,0.00,RUKMANI,VIJAYAWADA
21-05-25,B,849,10.00,0.00,0.00,0.00,M/S.YAKKALA VENKATA SUBBA RAO & CO,GUNTUR,TOTALS
21-05-25,B,866,1.00,0.00,0.00,0.00,LALITH KUMAR GARU,KOTHAGUDEM,13.00
